timestamp,accel.x,accel.y,accel.z,gyro.x,gyro.y,gyro.z
52:05:274325,0.031734008789062504,0.0305364990234375,0.015867004394531252,-0.007633587786259542,0.0,0.0
52:05:426148,0.03442840576171875,0.02365081787109375,0.0197589111328125,-0.007633587786259542,0.0,-0.007633587786259542
52:05:474849,0.025746459960937502,0.026943969726562503,0.026345214843750003,-0.007633587786259542,0.007633587786259542,-0.007633587786259542
52:05:474984,0.018262023925781252,0.037721557617187505,0.052989807128906254,0.0,0.007633587786259542,-0.007633587786259542
52:05:475084,0.027542724609375003,0.02903961181640625,0.07903564453125,0.0,-0.007633587786259542,0.0
52:05:524144,0.0305364990234375,0.010777587890625,0.08322692871093751,0.015267175572519083,-0.015267175572519083,-0.007633587786259542
52:05:574923,0.02963836669921875,0.0101788330078125,0.0437091064453125,0.015267175572519083,-0.022900763358778626,-0.015267175572519083
52:05:624705,0.029937744140625,0.006586303710937501,-0.001197509765625,0.0,-0.007633587786259542,-0.022900763358778626
52:05:724252,0.012873229980468751,0.02664459228515625,0.01466949462890625,0.0,-0.007633587786259542,-0.015267175572519083
52:05:779848,0.00089813232421875,0.02544708251953125,0.017663269042968752,0.015267175572519083,-0.007633587786259542,-0.007633587786259542
52:05:779968,0.013172607421875001,0.009580078125,0.037122802734375,0.007633587786259542,0.0,0.0
52:05:824816,0.020357666015625,-0.0059875488281250005,0.042810974121093755,0.0,-0.007633587786259542,0.0
52:05:874564,0.01945953369140625,-0.020357666015625,0.040415954589843754,0.007633587786259542,-0.007633587786259542,-0.007633587786259542
52:05:924318,0.018860778808593753,-0.013771362304687501,0.03442840576171875,0.0,-0.007633587786259542,-0.007633587786259542
52:06:130198,0.01676513671875,-0.010777587890625,0.02724334716796875,0.0,-0.007633587786259542,-0.007633587786259542
52:06:174148,0.015867004394531252,-0.0077838134765625,0.032332763671875,0.0,0.0,-0.007633587786259542
52:06:174475,0.011975097656250001,-0.0047900390625,0.02963836669921875,0.0,-0.007633587786259542,-0.007633587786259542
52:06:174845,0.03113525390625,0.02185455322265625,0.035326538085937505,-0.022900763358778626,0.007633587786259542,0.0
52:06:223930,-0.025147705078125002,-0.006586303710937501,0.086220703125,-0.007633587786259542,-0.015267175572519083,0.007633587786259542
52:06:224084,-0.00748443603515625,-0.015867004394531252,0.060174865722656255,0.0,-0.007633587786259542,0.0
52:06:274700,0.01676513671875,0.0005987548828125,0.08322692871093751,-0.007633587786259542,-0.015267175572519083,0.0
52:06:324500,0.006586303710937501,-0.00508941650390625,0.060174865722656255,-0.007633587786259542,-0.022900763358778626,0.007633587786259542
52:06:374243,-0.010777587890625,-0.0173638916015625,0.03143463134765625,0.015267175572519083,-0.015267175572519083,0.007633587786259542
52:06:474800,-0.00808319091796875,-0.01945953369140625,0.006586303710937501,-0.007633587786259542,-0.007633587786259542,0.007633587786259542
52:06:574320,-0.00239501953125,-0.02963836669921875,0.00987945556640625,-0.007633587786259542,-0.007633587786259542,0.0
52:06:574461,-0.0496966552734375,-0.047601013183593756,0.06825805664062501,0.03816793893129771,0.0,0.007633587786259542
52:06:624047,-0.02903961181640625,-0.0712518310546875,0.1023870849609375,0.10687022900763359,-0.015267175572519083,0.030534351145038167
52:06:624323,0.00808319091796875,-0.1047821044921875,0.07424560546875,0.04580152671755725,-0.015267175572519083,0.015267175572519083
52:06:673835,-0.01466949462890625,-0.173638916015625,0.09071136474609376,0.06870229007633588,-0.030534351145038167,-0.015267175572519083
52:06:730449,0.0017962646484375,-0.17633331298828125,0.0484991455078125,0.07633587786259542,-0.030534351145038167,-0.04580152671755725
52:06:824148,-0.0149688720703125,-0.17004638671875,0.03622467041015625,0.0916030534351145,-0.030534351145038167,-0.04580152671755725
52:07:024423,-0.012274475097656251,-0.19249969482421875,-0.041912841796875,0.07633587786259542,-0.007633587786259542,-0.061068702290076333
52:07:024581,-0.0449066162109375,-0.13322296142578124,-0.10777587890625001,0.015267175572519083,0.015267175572519083,-0.07633587786259542
52:07:125029,-0.15777191162109375,0.324525146484375,-0.06197113037109375,-0.11450381679389313,0.007633587786259542,0.05343511450381679
52:07:325099,-0.47571075439453125,3.4754727172851565,-0.8086184692382813,-0.5954198473282443,0.5114503816793893,1.4809160305343512
52:07:374606,-0.6277944946289062,3.4811608886718752,-0.7780819702148438,-0.09923664122137404,0.5801526717557252,1.8244274809160304
52:07:374738,-0.6981481933593751,3.3156051635742188,-1.337618408203125,-0.5801526717557252,0.648854961832061,1.9770992366412212
52:07:374837,-0.28111541748046875,2.0746856689453126,-0.9726773071289063,-0.5267175572519084,0.7786259541984732,1.8091603053435115
52:07:423870,0.335302734375,0.5754034423828125,-0.3598516845703125,-0.4198473282442748,0.6106870229007634,1.6259541984732824
52:07:474136,0.8499325561523438,-0.33021331787109376,-0.2245330810546875,-0.3282442748091603,0.34351145038167935,1.3740458015267174
52:07:574750,0.6179150390625,-0.5607339477539063,-0.28650421142578125,-0.2900763358778626,0.33587786259541985,1.3893129770992365
52:07:630429,0.4544549560546875,-1.2487033081054688,0.24908203125,-0.11450381679389313,-0.24427480916030533,1.2366412213740459
52:07:630598,2.9749136352539063,-1.9381695556640626,1.36037109375,0.2900763358778626,-0.5114503816793893,0.2595419847328244
52:07:674286,4.261937255859375,-0.09669891357421875,1.6316070556640625,0.48854961832061067,-0.32061068702290074,-0.16030534351145037
52:07:724055,4.6798681640625,1.272952880859375,2.166295166015625,-0.2748091603053435,0.07633587786259542,-0.549618320610687
52:07:774775,3.8155654907226566,0.6966513061523438,1.5645465087890627,-0.183206106870229,-0.1984732824427481,-0.8396946564885496
52:07:824585,2.651585998535156,-0.040415954589843754,0.7502398681640625,-0.4198473282442748,-0.29770992366412213,-0.9083969465648855
52:07:924165,1.7513580322265625,-0.8026309204101563,0.39038818359375,-0.022900763358778626,-0.3511450381679389,-1.282442748091603
52:07:930012,1.009500732421875,-0.4793032836914063,-0.10987152099609375,-0.35877862595419846,-0.41221374045801523,-1.5725190839694656
52:07:974855,0.738863525390625,-0.4367916870117188,-0.18561401367187502,-0.3893129770992366,-0.3282442748091603,-1.648854961832061
52:08:124239,-0.030835876464843752,-0.2966830444335938,-0.30566436767578126,-0.15267175572519084,-0.2595419847328244,-2.015267175572519
52:08:174480,-0.9250762939453125,-0.7131170654296876,-0.41703277587890625,0.6717557251908397,-0.22900763358778625,-2.1221374045801524
52:08:174614,-2.688110046386719,0.1538800048828125,-1.110091552734375,0.7480916030534351,-0.6564885496183206,-2.2442748091603053
52:08:174712,-3.1332843017578127,1.0298583984375,-0.9116043090820313,-0.21374045801526717,-0.1450381679389313,-2.1068702290076335
52:08:230592,-2.8671377563476566,1.6208294677734376,-0.21225860595703125,0.46564885496183206,0.4351145038167939,-1.7862595419847327
52:08:274508,-1.2241543579101564,1.5543676757812501,0.5894741821289062,1.3587786259541985,0.5114503816793893,-0.46564885496183206
52:08:330157,-0.35595977783203125,1.0133926391601562,0.7170089721679688,0.4809160305343511,0.25190839694656486,-0.45038167938931295
52:08:431637,0.4343966674804688,0.56282958984375,1.1514056396484376,-0.21374045801526717,-0.015267175572519083,-0.6641221374045801
52:08:474595,1.3082794189453126,0.2628533935546875,1.0780581665039064,0.4580152671755725,-0.05343511450381679,-0.4961832061068702
52:08:524365,2.1677920532226564,0.13082794189453126,0.9610015869140626,1.0610687022900762,0.19083969465648853,-0.06870229007633588
52:08:575141,2.29682373046875,-0.51971923828125,1.0259664916992188,1.4961832061068703,0.20610687022900762,0.5190839694656488
52:08:674119,1.88009033203125,-1.1837384033203127,1.1903247070312502,1.1755725190839694,-0.1297709923664122,0.5877862595419847
52:08:824909,1.0127938842773438,-1.0588980102539063,1.310973815917969,0.16030534351145037,-0.3053435114503817,0.35877862595419846
52:08:924425,0.24159759521484375,-1.2355307006835938,1.6157400512695312,0.15267175572519084,-0.7862595419847328,0.4580152671755725
52:08:974224,0.488583984375,-1.3753399658203125,1.0136920166015626,0.13740458015267176,-0.23664122137404578,-0.183206106870229
52:09:074276,0.8313711547851563,-0.326920166015625,1.1693682861328125,-0.8625954198473282,0.6793893129770993,-0.4809160305343511
