accel.x,accel.y,accel.z,gyro.x,gyro.y,gyro.z
0.023950195312500002,-0.29189300537109375,-0.07903564453125,0.11450381679389313,-0.030534351145038167,-0.022900763358778626
-0.035326538085937505,-0.2924917602539063,0.00389190673828125,0.1450381679389313,0.05343511450381679,-0.022900763358778626
-0.022752685546875002,-0.23590942382812502,-0.08113128662109376,-0.04580152671755725,-0.015267175572519083,0.061068702290076333
-0.14669494628906252,-0.336500244140625,0.0053887939453125,0.08396946564885496,0.061068702290076333,-0.17557251908396945
-0.12603790283203126,-0.1389111328125,-0.0520916748046875,-0.1450381679389313,-0.1297709923664122,0.03816793893129771
0.022752685546875002,-0.37392242431640627,0.06915618896484375,0.20610687022900762,-0.11450381679389313,0.015267175572519083
-1.1403286743164063,-0.20806732177734377,1.9240988159179688,-0.3053435114503817,-0.29770992366412213,0.22900763358778625
-2.6896069335937502,1.3684542846679688,2.4995022583007813,-0.34351145038167935,-0.46564885496183206,0.6030534351145038
0.3541635131835938,2.6911038208007816,-0.5670208740234375,-0.9770992366412213,-0.6717557251908397,-0.22900763358778625
1.9839743041992188,1.6193325805664063,-0.9226812744140626,-0.2900763358778626,-0.282442748091603,0.3893129770992366
1.3034893798828127,2.6135650634765626,-1.9770886230468752,1.2366412213740459,0.9694656488549618,1.1755725190839694
-1.2073892211914063,3.73383544921875,-5.939349060058594,0.1984732824427481,3.3740458015267176,1.4274809160305344
-2.2977218627929688,1.7121395874023437,-1.8220111083984376,-0.2748091603053435,1.9083969465648853,1.450381679389313
0.690963134765625,-4.357139282226563,1.8519488525390626,0.007633587786259542,0.21374045801526717,-0.12213740458015267
0.173638916015625,-2.458188171386719,1.8492544555664063,0.46564885496183206,-1.6030534351145038,-1.6412213740458015
-1.2738510131835938,4.330794067382813,-3.015030212402344,-0.12213740458015267,-1.3206106870229006,-2.5572519083969465
1.8893710327148439,5.654042358398438,0.02664459228515625,-0.23664122137404578,-0.7099236641221374,-0.83206106870229
3.2754885864257814,2.6863137817382814,-0.37661682128906254,0.022900763358778626,-0.3893129770992366,0.46564885496183206
2.2387445068359377,0.7143145751953125,-1.1469149780273438,2.5801526717557253,0.0,1.1908396946564885
